word,side,affix,root,root_free,method,zipf,freq,comp
suddenly,suffix,ly,sudden,True,family,4.69,4.9e-05,0.13762158155441284
jiggly,suffix,ly,jig,True,family,2.2,1.58e-07,0.13762347400188446
heatedly,suffix,ly,heat,True,family,1.96,9.12e-08,0.13769690692424774
propitious,suffix,ious,propiti,False,family,2.24,1.74e-07,0.1377299726009369
governess,suffix,ess,govern,True,family,2.87,7.41e-07,0.1378651112318039
unplaced,prefix,un,place,True,family,1.73,5.37e-08,0.1378888040781021
spinal,suffix,al,spine,True,family,3.85,7.08e-06,0.13791429996490479
hearty,suffix,y,heart,True,family,3.38,2.4e-06,0.13814440369606018
dumper,suffix,er,dump,True,family,2.18,1.51e-07,0.1383076310157776
dolly,suffix,y,doll,True,freeroot,3.54,3.47e-06,0.13831885159015656
procurator,suffix,or,procure,True,family,2.66,4.57e-07,0.1384427696466446
inrush,prefix,in,rush,True,freeroot,1.83,6.76e-08,0.1384909749031067
escalation,suffix,ion,escalate,True,family,3.32,2.09e-06,0.13858093321323395
stocky,suffix,y,stock,True,family,2.71,5.13e-07,0.13862727582454681
dozy,suffix,y,doze,True,freeroot,1.99,9.77e-08,0.13875189423561096
angler,suffix,er,angle,True,family,2.84,6.92e-07,0.13875408470630646
unpaired,prefix,un,pair,True,family,2.24,1.74e-07,0.13879232108592987
vocative,suffix,ive,voc,True,family,1.88,7.59e-08,0.13889174163341522
alienist,suffix,ist,alien,True,family,1.8,6.31e-08,0.13897252082824707
hurriedly,suffix,ly,hurry,True,family,2.79,6.17e-07,0.13898895680904388
coolly,suffix,ly,cool,True,family,2.66,4.57e-07,0.1389952301979065
cognizance,suffix,ance,cognize,False,family,2.25,1.78e-07,0.1390123814344406
lecher,suffix,er,lech,True,freeroot,1.73,5.37e-08,0.13901567459106445
intersperse,prefix,inter,sperse,False,family,1.63,4.27e-08,0.13934694230556488
gingerly,suffix,ly,ginger,True,freeroot,2.59,3.89e-07,0.13936306536197662
faultless,suffix,less,fault,True,family,2.6,3.98e-07,0.13938865065574646
protestant,suffix,ant,protest,True,family,3.81,6.46e-06,0.139471173286438
enmeshed,prefix,en,mesh,True,freeroot,2.42,2.63e-07,0.13955041766166687
nebulous,suffix,ious,nebul,False,family,2.75,5.62e-07,0.13965293765068054
assistant,suffix,ant,assist,True,family,4.72,5.25e-05,0.13972917199134827
disarray,prefix,dis,array,True,freeroot,2.96,9.12e-07,0.13996216654777527
renovator,suffix,or,renovate,True,family,1.59,3.89e-08,0.1399933248758316
interweave,prefix,inter,weave,True,family,1.9,7.94e-08,0.14023418724536896
formula,suffix,a,formul,False,family,4.45,2.82e-05,0.14025405049324036
punctually,suffix,y,punctual,True,family,2.21,1.62e-07,0.14036574959754944
madden,suffix,en,mad,True,family,3.53,3.39e-06,0.140386164188385
chiller,suffix,er,chill,True,family,2.54,3.47e-07,0.14059235155582428
sportingly,suffix,ly,sport,True,family,1.53,3.39e-08,0.1405944526195526
discretion,suffix,ion,discreet,True,family,3.9,7.94e-06,0.1406227946281433
casually,suffix,y,casual,True,family,3.66,4.57e-06,0.1406351774930954
boundless,suffix,less,bound,True,family,3.04,1.1e-06,0.14068076014518738
prologue,prefix,pro,log,True,family,3.23,1.7e-06,0.14085900783538818
plasticity,suffix,ity,plastic,True,freeroot,2.96,9.12e-07,0.14087307453155518
conference,suffix,ance,confer,True,family,5.01,0.000102,0.14093250036239624
maker,suffix,er,make,True,family,4.23,1.7e-05,0.14108861982822418
nearly,suffix,ly,near,True,family,5.0,0.0001,0.14109496772289276
sparingly,suffix,ly,spare,True,family,3.02,1.05e-06,0.14134305715560913
movable,suffix,able,move,True,family,3.15,1.41e-06,0.14139248430728912
leggy,suffix,y,leg,True,family,2.48,3.02e-07,0.14144499599933624
outcome,prefix,out,come,True,family,4.35,2.24e-05,0.14144693315029144
nourishment,suffix,ment,nourish,True,family,3.03,1.07e-06,0.14179228246212006
warmness,suffix,ness,warm,True,family,1.64,4.37e-08,0.14181026816368103
organist,suffix,ist,organ,True,family,2.91,8.13e-07,0.14197251200675964
rosy,suffix,y,rose,True,family,3.28,1.91e-06,0.14201384782791138
probable,suffix,able,prob,True,family,3.79,6.17e-06,0.14205490052700043
antitrust,prefix,anti,trust,True,family,3.37,2.34e-06,0.142184317111969
skirmisher,suffix,er,skirmish,True,freeroot,1.59,3.89e-08,0.14236393570899963
eyeful,suffix,ful,eye,True,family,1.97,9.33e-08,0.142393097281456
pally,suffix,y,pall,True,freeroot,2.44,2.75e-07,0.14241814613342285
racketeer,suffix,eer,racket,True,freeroot,2.14,1.38e-07,0.14248190820217133
mistake,prefix,mis,take,True,family,4.67,4.68e-05,0.14248797297477722
amusingly,suffix,ly,amuse,True,family,2.46,2.88e-07,0.14257554709911346
abutment,suffix,ment,abut,True,freeroot,2.35,2.24e-07,0.14270427823066711
copier,suffix,er,copy,True,family,2.67,4.68e-07,0.14274325966835022
overarching,prefix,over,arch,True,family,3.15,1.41e-06,0.14296333491802216
quarto,suffix,o,quart,True,family,2.5,3.16e-07,0.14314261078834534
soldiery,suffix,y,soldier,True,family,1.96,9.12e-08,0.14317601919174194
humidified,suffix,ify,humid,True,family,1.75,5.62e-08,0.14326359331607819
bequest,prefix,be,quest,True,family,2.84,6.92e-07,0.14333878457546234
dissension,suffix,ion,dissent,True,family,2.55,3.55e-07,0.1434110850095749
unwarranted,prefix,un,warrant,True,family,3.11,1.29e-06,0.14347012341022491
singular,suffix,ar,single,True,family,3.74,5.5e-06,0.14349602162837982
uncover,prefix,un,cover,True,family,3.48,3.02e-06,0.14369219541549683
humidity,suffix,ity,humid,True,family,3.83,6.76e-06,0.14369343221187592
robby,suffix,y,rob,True,family,3.01,1.02e-06,0.1437610685825348
comradely,suffix,ly,comrade,True,family,1.51,3.24e-08,0.14388899505138397
purely,suffix,ly,pure,True,family,4.1,1.26e-05,0.14403752982616425
creamer,suffix,er,cream,True,family,2.71,5.13e-07,0.14417320489883423
florist,suffix,ist,flor,True,family,3.01,1.02e-06,0.14424332976341248
restful,suffix,ful,rest,True,family,2.75,5.62e-07,0.1443735808134079
unbelief,prefix,un,belief,True,family,2.53,3.39e-07,0.1444980502128601
beholden,suffix,en,behold,True,family,2.81,6.46e-07,0.14463980495929718
clapper,suffix,er,clap,True,freeroot,2.92,8.32e-07,0.14488857984542847
division,suffix,ion,divide,True,family,4.86,7.24e-05,0.14494574069976807
outset,prefix,out,set,True,family,3.44,2.75e-06,0.14496736228466034
tracer,suffix,er,trace,True,family,3.19,1.55e-06,0.14504088461399078
divider,suffix,er,divide,True,family,2.81,6.46e-07,0.14505545794963837
flatten,suffix,en,flat,True,family,2.98,9.55e-07,0.14506489038467407
roamer,suffix,er,roam,True,freeroot,1.78,6.03e-08,0.14523005485534668
flexible,suffix,able,flex,True,family,4.13,1.35e-05,0.1452677696943283
refund,prefix,re,fund,True,freeroot,3.94,8.71e-06,0.1452936977148056
joiner,suffix,er,join,True,family,2.72,5.25e-07,0.1453101933002472
raiser,suffix,er,raise,True,family,2.94,8.71e-07,0.14556249976158142
obscurity,suffix,ity,obscure,True,family,3.2,1.58e-06,0.14564833045005798
deniable,suffix,able,deny,True,family,1.86,7.24e-08,0.1458159238100052
directory,suffix,ory,direct,True,family,3.93,8.51e-06,0.14588363468647003
coupler,suffix,er,couple,True,family,2.66,4.57e-07,0.14589785039424896
impedance,suffix,ance,impede,True,family,3.15,1.41e-06,0.14598393440246582
midship,prefix,mid,ship,True,family,1.85,7.08e-08,0.14599080383777618
underfoot,prefix,under,foot,True,family,2.66,4.57e-07,0.14603754878044128
tabular,suffix,ar,table,True,family,2.44,2.75e-07,0.14605002105236053
coppery,suffix,y,copper,True,freeroot,2.1,1.26e-07,0.14612382650375366
mineralized,suffix,ize,mineral,True,family,2.31,2.04e-07,0.14616568386554718
inexperience,prefix,im,experience,True,family,2.97,9.33e-07,0.1462833136320114
upraised,prefix,up,raise,True,family,1.8,6.31e-08,0.14649803936481476
impair,prefix,im,pair,True,family,2.93,8.51e-07,0.1465088278055191
subaltern,prefix,sub,altern,False,family,2.22,1.66e-07,0.14658044278621674
forever,prefix,fore,ever,True,freeroot,4.74,5.5e-05,0.1465848833322525
unrewarding,prefix,un,reward,True,freeroot,1.97,9.33e-08,0.146691232919693
undergirding,prefix,under,gird,True,family,1.56,3.63e-08,0.14669153094291687
sporty,suffix,y,sport,True,family,3.1,1.26e-06,0.14669877290725708
addition,suffix,ion,add,True,family,5.01,0.000102,0.1467422991991043
tuner,suffix,er,tune,True,family,2.91,8.13e-07,0.14683596789836884
startlingly,suffix,ly,startle,True,freeroot,2.42,2.63e-07,0.14717337489128113
dotty,suffix,y,dot,True,freeroot,2.5,3.16e-07,0.14723588526248932
subscribe,prefix,sub,script,True,family,4.02,1.05e-05,0.1472364366054535
physic,suffix,ic,phys,True,family,2.5,3.16e-07,0.14733952283859253
subsidiary,suffix,ory,subsid,False,family,3.92,8.32e-06,0.14739994704723358
remittance,suffix,ance,remit,True,family,2.62,4.17e-07,0.14766445755958557
spoiler,suffix,er,spoil,True,family,3.55,3.55e-06,0.14767546951770782
carrier,suffix,er,carry,True,family,4.29,1.95e-05,0.14777252078056335
transmissible,suffix,able,transmit,True,family,2.37,2.34e-07,0.14782726764678955
collective,suffix,ive,collect,True,family,4.3,2e-05,0.14790557324886322
hatful,suffix,ful,hat,True,family,1.83,6.76e-08,0.14797192811965942
barer,suffix,er,bare,True,family,1.63,4.27e-08,0.14799349009990692
preschool,prefix,pre,school,True,family,3.51,3.24e-06,0.14810779690742493
testify,suffix,ify,test,True,family,3.84,6.92e-06,0.1481214165687561
picker,suffix,er,pick,True,family,2.99,9.77e-07,0.14818622171878815
upstate,prefix,up,state,True,family,3.34,2.19e-06,0.1482250839471817
distended,prefix,dis,tend,True,family,2.32,2.09e-07,0.14822891354560852
sweeper,suffix,er,sweep,True,freeroot,2.89,7.76e-07,0.14826495945453644
impale,prefix,in,pale,True,family,2.22,1.66e-07,0.14831945300102234
breaker,suffix,er,break,True,family,3.6,3.98e-06,0.14850430190563202
subtype,prefix,sub,typo,True,family,2.81,6.46e-07,0.14852698147296906
rider,suffix,er,ride,True,family,4.02,1.05e-05,0.1485632210969925
commoner,suffix,er,common,True,family,2.84,6.92e-07,0.1486327052116394
thousandth,suffix,th,thousand,True,family,2.55,3.55e-07,0.1486646682024002
reflect,prefix,re,flect,False,family,4.39,2.45e-05,0.14869685471057892
arraignment,suffix,ment,arraign,True,freeroot,2.8,6.31e-07,0.14871279895305634
doer,suffix,er,do,True,family,2.65,4.47e-07,0.14882849156856537
ungoverned,prefix,un,govern,True,family,1.79,6.17e-08,0.1488524079322815
fixity,suffix,ity,fix,True,family,1.63,4.27e-08,0.14894917607307434
dumbly,suffix,ly,dumb,True,family,1.77,5.89e-08,0.14901642501354218
coastal,suffix,al,coast,True,family,4.19,1.55e-05,0.14908452332019806
traitor,suffix,or,trait,True,freeroot,3.69,4.9e-06,0.14909982681274414
intermix,prefix,inter,mix,True,family,1.99,9.77e-08,0.14914697408676147
designate,suffix,ate,design,True,family,3.37,2.34e-06,0.14918681979179382
enticement,suffix,ment,entice,True,family,2.15,1.41e-07,0.14918819069862366
earful,suffix,ful,ear,True,freeroot,2.3,2e-07,0.14919167757034302
adversary,suffix,ory,adverse,True,family,3.29,1.95e-06,0.14930571615695953
rosette,suffix,ette,rose,True,family,2.74,5.5e-07,0.14940249919891357
speechifying,suffix,ify,speech,True,family,1.57,3.72e-08,0.14946718513965607
detestation,suffix,ion,detest,True,family,1.62,4.17e-08,0.14962154626846313
floppy,suffix,y,flop,True,freeroot,3.25,1.78e-06,0.14978909492492676
sanguinary,suffix,ory,sanguine,True,freeroot,1.72,5.25e-08,0.14983074367046356
tonnage,suffix,age,ton,True,family,2.94,8.71e-07,0.14988107979297638
boner,suffix,er,bone,True,family,3.21,1.62e-06,0.1498916745185852
celtic,suffix,ic,celt,True,freeroot,4.0,1e-05,0.15006408095359802
suction,suffix,ion,suck,True,family,3.36,2.29e-06,0.15013641119003296
forenoon,prefix,fore,noon,True,family,1.76,5.75e-08,0.15017583966255188
painter,suffix,er,paint,True,family,3.93,8.51e-06,0.1502106487751007
ladyship,suffix,ship,lady,True,freeroot,2.55,3.55e-07,0.15028201043605804
station,suffix,ion,stat,True,family,5.01,0.000102,0.1504463404417038
rockies,suffix,ie,rock,True,family,3.39,2.45e-06,0.15064652264118195
recess,prefix,re,cess,True,family,3.53,3.39e-06,0.150738924741745
ruinous,suffix,ious,ruin,True,family,2.69,4.9e-07,0.15074379742145538
worriedly,suffix,ly,worry,True,family,1.75,5.62e-08,0.15074414014816284
deferment,suffix,ment,defer,True,family,2.34,2.19e-07,0.15076889097690582
tenant,suffix,ant,ten,True,family,3.78,6.03e-06,0.1511325091123581
vacuity,suffix,ity,vacu,False,family,1.71,5.13e-08,0.15116646885871887
crafter,suffix,er,craft,True,family,2.34,2.19e-07,0.1512530893087387
partly,suffix,ly,part,True,family,4.3,2e-05,0.1512562781572342
wheeler,suffix,er,wheel,True,freeroot,3.77,5.89e-06,0.1512979418039322
feebly,suffix,y,feeble,True,family,2.14,1.38e-07,0.1512991338968277
casualness,suffix,ness,casual,True,family,1.83,6.76e-08,0.15142586827278137
oldies,suffix,y,old,True,family,3.08,1.2e-06,0.15144428610801697
linguist,suffix,ist,lingu,False,family,2.87,7.41e-07,0.15147961676120758
hearten,suffix,en,heart,True,family,1.54,3.47e-08,0.15163356065750122
inexpert,prefix,im,expert,True,family,1.51,3.24e-08,0.1517551839351654
overran,prefix,over,ran,True,freeroot,2.71,5.13e-07,0.151786208152771
sodomite,suffix,ite,sodom,True,family,1.86,7.24e-08,0.15183308720588684
countable,suffix,able,count,True,family,2.51,3.24e-07,0.1518358588218689
sagely,suffix,ly,sage,True,freeroot,1.96,9.12e-08,0.15185372531414032
swingy,suffix,y,swing,True,family,1.57,3.72e-08,0.15195916593074799
obscenity,suffix,ity,obscene,True,family,2.9,7.94e-07,0.15207546949386597
coastwise,suffix,wise,coast,True,family,1.6,3.98e-08,0.1520766317844391
tortuous,suffix,ious,tort,True,family,2.65,4.47e-07,0.15211351215839386
unrivalled,prefix,un,rival,True,freeroot,2.8,6.31e-07,0.15217368304729462
dazzler,suffix,er,dazzle,True,family,2.0,1e-07,0.15217506885528564
sower,suffix,er,sow,True,family,2.17,1.48e-07,0.15224990248680115
plateful,suffix,ful,plate,True,freeroot,1.77,5.89e-08,0.15227052569389343
precede,prefix,pre,cede,True,family,2.86,7.24e-07,0.15237131714820862
utterly,suffix,ly,utter,True,family,4.02,1.05e-05,0.1524079293012619
filmy,suffix,y,film,True,family,2.13,1.35e-07,0.15241697430610657
adapter,suffix,er,adapt,True,family,3.6,3.98e-06,0.15253998339176178
pulsation,suffix,ion,pulse,True,family,2.23,1.7e-07,0.1527504175901413
hindustani,suffix,i,hindustan,True,freeroot,2.37,2.34e-07,0.1529415398836136
auspicious,suffix,ious,auspice,True,freeroot,3.09,1.23e-06,0.15306180715560913
nasalized,suffix,ize,nasal,True,family,1.57,3.72e-08,0.15318655967712402
ethereal,suffix,al,ether,True,family,3.2,1.58e-06,0.15327228605747223
tenner,suffix,er,ten,True,family,2.61,4.07e-07,0.15330420434474945
invent,prefix,in,vent,True,freeroot,3.57,3.72e-06,0.15350118279457092
seminary,suffix,ory,semin,True,family,3.54,3.47e-06,0.15361250936985016
interchange,prefix,inter,change,True,family,3.49,3.09e-06,0.1536480188369751
stateless,suffix,less,state,True,family,2.85,7.08e-07,0.15364979207515717
deceive,prefix,de,ceive,False,family,3.38,2.4e-06,0.15366142988204956
sprinkler,suffix,er,sprinkle,True,freeroot,3.05,1.12e-06,0.15383227169513702
complement,prefix,co,plement,False,family,3.77,5.89e-06,0.15383592247962952
spooner,suffix,er,spoon,True,family,2.8,6.31e-07,0.15394407510757446
stringent,suffix,ant,string,True,family,3.43,2.69e-06,0.1539592295885086
alpine,suffix,ine,alp,True,freeroot,3.62,4.17e-06,0.15404567122459412
trustee,suffix,ee,trust,True,family,3.68,4.79e-06,0.15410864353179932
corer,suffix,er,core,True,freeroot,1.58,3.8e-08,0.15421290695667267
enchantment,suffix,ment,enchant,True,family,2.98,9.55e-07,0.15436458587646484
unfettered,prefix,un,fetter,True,freeroot,2.89,7.76e-07,0.15445928275585175
ageless,suffix,less,age,True,family,2.69,4.9e-07,0.15459971129894257
sticker,suffix,er,stick,True,family,3.71,5.13e-06,0.15462970733642578
earthen,suffix,en,earth,True,family,2.84,6.92e-07,0.15488556027412415
bookable,suffix,able,book,True,family,2.19,1.55e-07,0.15505492687225342
protracted,prefix,pro,tract,True,family,3.26,1.82e-06,0.15509240329265594
brazenly,suffix,ly,brazen,True,family,2.53,3.39e-07,0.15514974296092987
devastation,suffix,ion,devastate,True,family,3.34,2.19e-06,0.15516795217990875
didst,suffix,est,did,True,family,2.44,2.75e-07,0.1551712155342102
cobbler,suffix,er,cobble,True,freeroot,2.82,6.61e-07,0.15529872477054596
zippy,suffix,y,zip,True,family,2.52,3.31e-07,0.1553124189376831
knightly,suffix,ly,knight,True,family,2.42,2.63e-07,0.15535511076450348
thermistor,suffix,or,thermo,True,family,1.99,9.77e-08,0.1553567498922348
medallist,suffix,ist,medal,True,family,3.08,1.2e-06,0.15537358820438385
choppy,suffix,y,chop,True,family,2.91,8.13e-07,0.15542607009410858
underprivileged,prefix,under,privilege,True,freeroot,2.92,8.32e-07,0.15546508133411407
wagoner,suffix,er,wagon,True,freeroot,2.41,2.57e-07,0.15557636320590973
manager,suffix,er,manage,True,family,4.97,9.33e-05,0.15563978254795074
bumpers,suffix,er,bump,True,family,2.95,8.91e-07,0.15563982725143433
paralyze,suffix,ize,para,True,family,2.65,4.47e-07,0.15564066171646118
tropical,suffix,al,tropic,True,freeroot,4.18,1.51e-05,0.15564590692520142
unfenced,prefix,un,fence,True,family,1.79,6.17e-08,0.1559174507856369
protester,suffix,er,protest,True,family,3.11,1.29e-06,0.1559349000453949
answerable,suffix,able,answer,True,family,2.69,4.9e-07,0.15603062510490417
snapper,suffix,er,snap,True,family,3.0,1e-06,0.1560729295015335
inverse,prefix,in,verse,True,family,3.42,2.63e-06,0.15613923966884613
ticker,suffix,er,tick,True,freeroot,3.03,1.07e-06,0.15637414157390594
novelty,suffix,ity,novel,True,family,3.66,4.57e-06,0.15645812451839447
compendium,suffix,ium,compend,False,family,3.05,1.12e-06,0.15653812885284424
subroutine,prefix,sub,routine,True,family,2.53,3.39e-07,0.15654034912586212
saddler,suffix,er,saddle,True,freeroot,2.26,1.82e-07,0.1565832495689392
clearance,suffix,ance,clear,True,family,3.96,9.12e-06,0.1566421538591385
airy,suffix,y,air,True,family,3.2,1.58e-06,0.15670114755630493
lionize,suffix,ize,lion,True,family,1.5,3.16e-08,0.15673516690731049
entrain,prefix,en,train,True,family,1.66,4.57e-08,0.15676827728748322
lateness,suffix,ness,late,True,family,2.39,2.45e-07,0.15677610039710999
meant,suffix,t,mean,True,family,4.94,8.71e-05,0.1568700075149536
surety,suffix,ity,sure,True,family,2.82,6.61e-07,0.156931072473526
renovation,suffix,ion,renovate,True,family,3.74,5.5e-06,0.15700562298297882
afterthought,prefix,after,thought,True,family,2.88,7.59e-07,0.15700843930244446
miller,suffix,er,mill,True,family,4.5,3.16e-05,0.1570201814174652
envisage,prefix,en,visage,True,freeroot,2.7,5.01e-07,0.1570209413766861
hydrant,suffix,ant,hydro,True,family,2.71,5.13e-07,0.1571604311466217
